"id_odsp";"id_event";"sort_order";"time";"text";"event_type";"event_type2";"side";"event_team";"opponent";"player";"player2";"player_in";"player_out";"shot_place";"shot_outcome";"is_goal";"location";"bodypart";"assist_method";"situation";"fast_break"
"fcAYdsDs/";"fcAYdsDs94";94.0;79.0;"Attempt missed. Szabolcs Huszti (Hannover) header from the centre of the box misses to the left. Assisted by Didier Ya Konan with a cross.";1.0;"12";1.0;"Hannover 96";"SC Freiburg";"szabolcs huszti";"didier ya konan";"NA";"NA";"8";"2";0.0;"3";"3";2.0;"1";0.0
"I33z3fyq/";"I33z3fyq56";56.0;49.0;"Attempt blocked. Antonio Candreva (Lazio) right footed shot from outside the box is blocked.";1.0;"NA";2.0;"Lazio";"Juventus";"antonio candreva";"NA";"NA";"NA";"2";"3";0.0;"15";"1";0.0;"1";0.0
"tvt7KM6G/";"tvt7KM6G18";18.0;16.0;"Foul by NenAª (Cagliari).";3.0;"NA";2.0;"Cagliari";"Internazionale";"nene";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"EDTrEiAt/";"EDTrEiAt35";35.0;43.0;"Attempt missed. Julien FA©ret (Rennes) right footed shot from outside the box is close, but misses to the right. Assisted by Jonathan Pitroipa.";1.0;"12";1.0;"Stade Rennes";"Evian Thonon Gaillard";"julien feret";"jonathan pitroipa";"NA";"NA";"9";"2";0.0;"15";"1";1.0;"1";0.0
"vicxNFSE/";"vicxNFSE16";16.0;15.0;"Foul by Bosko Jankovic (Genoa).";3.0;"NA";2.0;"Genoa";"Atalanta";"bosko jankovic";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"xnaEKsOD/";"xnaEKsOD35";35.0;40.0;"Attempt missed. Juan Guillermo Cuadrado (Fiorentina) right footed shot from outside the box misses to the right. Assisted by Borja Valero.";1.0;"12";2.0;"Fiorentina";"Torino";"juan guillermo cuadrado";"borja valero";"NA";"NA";"9";"2";0.0;"15";"1";1.0;"1";0.0
"xnaEKsOD/";"xnaEKsOD69";69.0;66.0;"Substitution, Torino. Valter Birsa replaces Alessio Cerci.";7.0;"NA";1.0;"Torino";"Fiorentina";"NA";"NA";"valter birsa";"alessio cerci";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"tlPkMctg/";"tlPkMctg93";93.0;60.0;"Mike Frantz (FC Nurnberg) wins a free kick in the defensive half.";8.0;"NA";1.0;"Nurnberg";"TSG Hoffenheim";"mike frantz";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"KdJwL81G/";"KdJwL81G23";23.0;30.0;"Corner,  SpVgg Greuther Furth. Conceded by Serdar Tasci.";2.0;"NA";1.0;"SpVgg Greuther Furth";"VfB Stuttgart";"serdar tasci";"serdar tasci";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"f7JMPl9h/";"f7JMPl9h2";2.0;1.0;"Kamel Chafni (Brest) wins a free kick on the right wing.";8.0;"NA";1.0;"Brest";"Marseille";"kamel chafni";"NA";"NA";"NA";"NA";"NA";0.0;"5";"NA";0.0;"NA";0.0
"l6plXK7J/";"l6plXK7J17";17.0;14.0;"Danilo Avelar (Cagliari) wins a free kick in the defensive half.";8.0;"NA";2.0;"Cagliari";"Udinese";"danilo avelar";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"29lhWvNP/";"29lhWvNP85";85.0;74.0;"Substitution, Atalanta. Riccardo Cazzola replaces Ivan Radovanovic.";7.0;"NA";1.0;"Atalanta";"Parma";"NA";"NA";"riccardo cazzola";"ivan radovanovic";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"baGwM68H/";"baGwM68H6";6.0;9.0;"Attempt saved. Dario Cvitanich (Nice) right footed shot from outside the box is saved in the bottom left corner. Assisted by Camel Meriem.";1.0;"12";2.0;"Nice";"Troyes";"dario cvitanich";"camel meriem";"NA";"NA";"3";"1";0.0;"15";"1";1.0;"1";0.0
"jZCVNSw5/";"jZCVNSw594";94.0;90.0;"Massadio Haidara (Nancy) wins a free kick in the defensive half.";8.0;"NA";1.0;"AS Nancy Lorraine";"Valenciennes";"massadio haidara";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"MHJ1QLa3/";"MHJ1QLa344";44.0;60.0;"Carlos Henrique (Bordeaux) is shown the yellow card.";4.0;"NA";2.0;"Bordeaux";"Stade de Reims";"carlos henrique";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"MHJ1QLa3/";"MHJ1QLa374";74.0;81.0;"Attempt missed. Yoan Gouffran (Bordeaux) right footed shot from outside the box is close, but misses to the right.";1.0;"NA";2.0;"Bordeaux";"Stade de Reims";"yoan gouffran";"NA";"NA";"NA";"9";"2";0.0;"15";"1";0.0;"1";0.0
"2eRdzcTR/";"2eRdzcTR51";51.0;48.0;"Foul by Yoan Gouffran (Bordeaux).";3.0;"NA";2.0;"Bordeaux";"AS Nancy Lorraine";"yoan gouffran";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"xWj5rfLl/";"xWj5rfLl83";83.0;69.0;"Ludovic Giuly (Lorient) wins a free kick on the left wing.";8.0;"NA";1.0;"Lorient";"Stade de Reims";"ludovic giuly";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"6qtEkrb8/";"6qtEkrb890";90.0;75.0;"Attempt blocked. Javi Guerra (Real Valladolid) right footed shot from outside the box is blocked. Assisted by Daniel Larsson.";1.0;"12";2.0;"Real Valladolid";"Celta Vigo";"javi guerra";"daniel larsson";"NA";"NA";"2";"3";0.0;"15";"1";1.0;"1";0.0
"jkT7s2Re/";"jkT7s2Re116";116.0;82.0;"Foul by Leandro CastA¡n (Roma).";3.0;"NA";2.0;"AS Roma";"Napoli";"leandro castan";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"GxfVeJKs/";"GxfVeJKs120";120.0;87.0;"Gorka Iraizoz (Athletic Bilbao) wins a free kick in the defensive half.";8.0;"NA";1.0;"Athletic Bilbao";"Rayo Vallecano";"gorka iraizoz";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"4hgsd1tk/";"4hgsd1tk5";5.0;8.0;"Attempt saved. Andrea Poli (Sampdoria) right footed shot from outside the box is saved in the top right corner. Assisted by Nenad Krsticic.";1.0;"12";1.0;"Sampdoria";"AC Milan";"andrea poli";"nenad krsticic";"NA";"NA";"13";"1";0.0;"15";"1";1.0;"1";0.0
"nHbxcsRr/";"nHbxcsRr1";1.0;1.0;"Offside, Juventus. Fabio Quagliarella tries a through ball, but Sebastian Giovinco is caught offside.";9.0;"13";2.0;"Juventus";"Parma";"sebastian giovinco";"fabio quagliarella";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"OO2el43o/";"OO2el43o31";31.0;31.0;"Milos Ninkovic (Evian Thonon Gaillard) is shown the yellow card for a bad foul.";4.0;"NA";2.0;"Evian Thonon Gaillard";"Lyon";"milos ninkovic";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"fDtOqDeE/";"fDtOqDeE17";17.0;16.0;"Foul by Karim Guede (SC Freiburg).";3.0;"NA";2.0;"SC Freiburg";"Mainz";"karim guede";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"KlgJULnE/";"KlgJULnE5";5.0;11.0;"Attempt missed. Paul Pogba (Juventus) header from very close range is too high. Assisted by Sebastian Giovinco with a cross following a corner.";1.0;"12";1.0;"Juventus";"Udinese";"paul pogba";"sebastian giovinco";"NA";"NA";"10";"2";0.0;"13";"3";2.0;"3";0.0
"6RnrgH40/";"6RnrgH4013";13.0;15.0;"Foul by Adam PintA©r (Real Zaragoza).";3.0;"NA";2.0;"Real Zaragoza";"Real Valladolid";"adam pinter";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"jyYtVt3N/";"jyYtVt3N25";25.0;34.0;"Attempt saved. Zlatan Ibrahimovic (Paris Saint Germain) right footed shot from outside the box is saved in the bottom right corner.";1.0;"NA";2.0;"Paris Saint-Germain";"Bordeaux";"zlatan ibrahimovic";"NA";"NA";"NA";"4";"1";0.0;"15";"1";0.0;"1";0.0
"lztSrXAK/";"lztSrXAK89";89.0;69.0;"Tobias Werner (FC Augsburg) wins a free kick in the defensive half.";8.0;"NA";2.0;"FC Augsburg";"Fortuna Dusseldorf";"tobias werner";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"UssvaLH3/";"UssvaLH35";5.0;9.0;"KA©vin ThA©ophile-Catherine (Rennes) wins a free kick in the defensive half.";8.0;"NA";1.0;"Stade Rennes";"Marseille";"kevin theophilecatherine";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"lA4Y3YII/";"lA4Y3YII86";86.0;69.0;"Hand ball by Diego Lugano (MA¡laga).";10.0;"NA";2.0;"Malaga";"Mallorca";"diego lugano";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"zwLF690O/";"zwLF690O23";23.0;18.0;"Goal!  Bologna 1, Roma 2. Pablo Osvaldo (Roma) header from the centre of the box to the bottom right corner. Assisted by Miralem Pjanic with a cross.";1.0;"12";2.0;"AS Roma";"Bologna";"pablo osvaldo";"miralem pjanic";"NA";"NA";"4";"1";1.0;"3";"3";2.0;"1";0.0
"0WKMjcPq/";"0WKMjcPq46";46.0;51.0;"Mariano (Bordeaux) wins a free kick in the defensive half.";8.0;"NA";1.0;"Bordeaux";"Valenciennes";"mariano";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"hz7oKSUN/";"hz7oKSUN16";16.0;16.0;"Corner,  Genoa. Conceded by Abdoulay Konko.";2.0;"NA";1.0;"Genoa";"Lazio";"abdoulay konko";"abdoulay konko";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"65VwQlMJ/";"65VwQlMJ100";100.0;90.0;"Offside, Nice. Fabrice Abriel tries a through ball, but Valentin Eysseric is caught offside.";9.0;"13";2.0;"Nice";"Bastia";"valentin eysseric";"fabrice abriel";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"YBqrINEq/";"YBqrINEq103";103.0;84.0;"Offside, Chievo. Nicolas Frey tries a through ball, but Sergio Pellissier is caught offside.";9.0;"13";1.0;"Chievo Verona";"Palermo";"sergio pellissier";"nicolas frey";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"ObRGqVm8/";"ObRGqVm897";97.0;77.0;"Corner,  Mallorca. Conceded by Miguel Angel MoyA¡.";2.0;"NA";1.0;"Mallorca";"Getafe";"miguel angel moya¡";"miguel angel moya¡";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"pKCUF4bC/";"pKCUF4bC4";4.0;3.0;"Hilton (Montpellier) wins a free kick in the defensive half.";8.0;"NA";2.0;"Montpellier";"Evian Thonon Gaillard";"hilton";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"4zWCxS5P/";"4zWCxS5P15";15.0;17.0;"Foul by Enzo Reale (Lorient).";3.0;"NA";2.0;"Lorient";"Lyon";"enzo reale";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"bc78R1cO/";"bc78R1cO27";27.0;31.0;"Foul by Anthony Mounier (Montpellier).";3.0;"NA";1.0;"Montpellier";"Stade Rennes";"anthony mounier";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"GIi8Tf69/";"GIi8Tf69121";121.0;90.0;"Attempt missed. Muhammed Ildiz (FC Nurnberg) right footed shot from the right side of the box is too high following a corner.";1.0;"NA";1.0;"Nurnberg";"SC Freiburg";"muhammed ildiz";"NA";"NA";"NA";"10";"2";0.0;"11";"1";0.0;"3";0.0
"OvuVr3Sb/";"OvuVr3Sb52";52.0;50.0;"Etienne Capoue (Toulouse) wins a free kick in the defensive half.";8.0;"NA";1.0;"Toulouse";"Evian Thonon Gaillard";"etienne capoue";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"4z84SsrI/";"4z84SsrI90";90.0;79.0;"Foul by Salomon Kalou (Lille).";3.0;"NA";1.0;"Lille";"Bordeaux";"salomon kalou";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"AHIkXgKm/";"AHIkXgKm102";102.0;78.0;"Second yellow card to Juraj Kucka (Genoa).";4.0;"14";2.0;"Genoa";"AS Roma";"juraj kucka";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"rX7l9QKf/";"rX7l9QKf16";16.0;16.0;"Attempt saved. Niki Zimling (FSV Mainz) left footed shot from outside the box is saved in the centre of the goal. Assisted by Zdenek Pospech.";1.0;"12";2.0;"Mainz";"Fortuna Dusseldorf";"niki zimling";"zdenek pospech";"NA";"NA";"5";"1";0.0;"15";"2";1.0;"1";0.0
"xl6CQLCU/";"xl6CQLCU66";66.0;62.0;"Attempt saved. Benjamin Nivet (Troyes) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Julien Faussurier with a cross.";1.0;"12";2.0;"Troyes";"Marseille";"benjamin nivet";"julien faussurier";"NA";"NA";"5";"1";0.0;"3";"1";2.0;"1";0.0
"dzYNNPZm/";"dzYNNPZm44";44.0;32.0;"Koo Ja-Cheol (FC Augsburg) wins a free kick in the defensive half.";8.0;"NA";1.0;"FC Augsburg";"Nurnberg";"koo jacheol";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"jX5vxvna/";"jX5vxvna49";49.0;45.0;"Attempt missed. Christian Stuani (Espanyol) header from the centre of the box misses to the right. Assisted by Joan Capdevila with a cross.";1.0;"12";2.0;"Espanyol";"Rayo Vallecano";"christian stuani";"joan capdevila";"NA";"NA";"9";"2";0.0;"3";"3";2.0;"1";0.0
"jX5vxvna/";"jX5vxvna63";63.0;51.0;"Javi LA³pez (Espanyol) is shown the yellow card for hand ball.";4.0;"NA";2.0;"Espanyol";"Rayo Vallecano";"javi lopez";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"AVcOogZt/";"AVcOogZt50";50.0;39.0;"Corner,  Juventus. Conceded by Francesco Lodi.";2.0;"NA";1.0;"Juventus";"Catania";"francesco lodi";"francesco lodi";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"2Bmsrra2/";"2Bmsrra231";31.0;32.0;"Foul by Joey Barton (Marseille).";3.0;"NA";1.0;"Marseille";"AC Ajaccio";"joey barton";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"GEios2E8/";"GEios2E858";58.0;66.0;"Offside, Lyon. Rachid Ghezzal tries a through ball, but BafA©timbi Gomis is caught offside.";9.0;"13";2.0;"Lyon";"Bastia";"bafetimbi gomis";"rachid ghezzal";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"INRPsoRJ/";"INRPsoRJ77";77.0;69.0;"Penalty SV Werder Bremen. Mateo Pavlovic draws a foul in the penalty area.";11.0;"NA";1.0;"Werder Bremen";"SpVgg Greuther Furth";"NA";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"AL64z3Jg/";"AL64z3Jg55";55.0;50.0;"Foul by William Kvist (Stuttgart).";3.0;"NA";2.0;"VfB Stuttgart";"Eintracht Frankfurt";"william kvist";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"rqI1aC3t/";"rqI1aC3t24";24.0;25.0;"Corner,  Napoli. Conceded by Giacomo Bonaventura.";2.0;"NA";1.0;"Napoli";"Atalanta";"giacomo bonaventura";"giacomo bonaventura";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"pvaHX03C/";"pvaHX03C69";69.0;56.0;"Attempt blocked. Robert Lewandowski (Borussia Dortmund) right footed shot from the centre of the box is blocked. Assisted by Mario Gotze.";1.0;"12";2.0;"Borussia Dortmund";"VfB Stuttgart";"robert lewandowski";"mario gotze";"NA";"NA";"2";"3";0.0;"3";"1";1.0;"1";0.0
"SYxLgubE/";"SYxLgubE24";24.0;22.0;"Foul by Benoit Lesoimier (Brest).";3.0;"NA";1.0;"Brest";"Lille";"benoit lesoimier";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"v1bLWKII/";"v1bLWKII96";96.0;78.0;"Attempt missed. Naldo (Wolfsburg) header from the centre of the box is high and wide to the right. Assisted by Diego with a cross following a corner.";1.0;"12";1.0;"VfL Wolfsburg";"Nurnberg";"naldo";"diego";"NA";"NA";"6";"2";0.0;"3";"3";2.0;"3";0.0
"xOpVFgU3/";"xOpVFgU372";72.0;67.0;"Foul by Bruno Gama (Deportivo de La CoruA±a).";3.0;"NA";2.0;"Deportivo La Coruna";"Mallorca";"bruno gama";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"04fKg3D1/";"04fKg3D191";91.0;71.0;"Yacine Brahimi (Granada CF) is shown the yellow card for a bad foul.";4.0;"NA";1.0;"Granada";"Real Betis";"yacine brahimi";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"C6vdqb2O/";"C6vdqb2O54";54.0;50.0;"Attempt missed. Marco Hoger (Schalke) right footed shot from outside the box is too high. Assisted by Julian Draxler.";1.0;"12";2.0;"Schalke 04";"Werder Bremen";"marco hoger";"julian draxler";"NA";"NA";"10";"2";0.0;"15";"1";1.0;"1";0.0
"O0ha7bSD/";"O0ha7bSD91";91.0;87.0;"Attempt blocked. Julian Palmieri (Bastia) left footed shot from outside the box is blocked. Assisted by Jerome Rothen.";1.0;"12";1.0;"Bastia";"Brest";"julian palmieri";"jerome rothen";"NA";"NA";"2";"3";0.0;"15";"2";1.0;"1";0.0
"Aii33I0q/";"Aii33I0q5";5.0;7.0;"Corner,  Milan. Conceded by David Pizarro.";2.0;"NA";2.0;"AC Milan";"Fiorentina";"david pizarro";"david pizarro";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"EL5X8vwM/";"EL5X8vwM20";20.0;33.0;"Foul by Andrea Bertolacci (Genoa).";3.0;"NA";2.0;"Genoa";"Napoli";"andrea bertolacci";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"lQpobfk0/";"lQpobfk052";52.0;50.0;"Attempt saved. Jonathan Pitroipa (Rennes) right footed shot from the right side of the box is saved in the bottom right corner. Assisted by Julien FA©ret.";1.0;"12";2.0;"Stade Rennes";"Evian Thonon Gaillard";"jonathan pitroipa";"julien feret";"NA";"NA";"4";"1";0.0;"11";"1";1.0;"1";0.0
"A1AQbw2B/";"A1AQbw2B52";52.0;51.0;"Foul by Christian Gentner (Stuttgart).";3.0;"NA";1.0;"VfB Stuttgart";"Borussia Monchengladbach";"christian gentner";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"r5BtHyVr/";"r5BtHyVr8";8.0;7.0;"Attempt missed. Paul Pogba (Juventus) right footed shot from the centre of the box misses to the right. Assisted by Mirko Vucinic.";1.0;"12";2.0;"Juventus";"Lazio";"paul pogba";"mirko vucinic";"NA";"NA";"9";"2";0.0;"3";"1";1.0;"1";0.0
"hh0RuslQ/";"hh0RuslQ29";29.0;34.0;"Attempt saved. Dani Alves (Barcelona) right footed shot from outside the box is saved in the bottom left corner.";1.0;"NA";1.0;"Barcelona";"Levante";"dani alves";"NA";"NA";"NA";"3";"1";0.0;"15";"1";0.0;"1";0.0
"Ye9fouk9/";"Ye9fouk922";22.0;26.0;"Attempt missed. Robert Lewandowski (Borussia Dortmund) right footed shot from the centre of the box is just a bit too high. Assisted by Mario Gotze.";1.0;"12";1.0;"Borussia Dortmund";"Mainz";"robert lewandowski";"mario gotze";"NA";"NA";"1";"2";0.0;"3";"1";1.0;"1";0.0
"CbrWRhq1/";"CbrWRhq135";35.0;50.0;"Foul by Jaime ValdA©s (Parma).";3.0;"NA";2.0;"Parma";"Internazionale";"jaime valdes";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"hAaTQCb7/";"hAaTQCb755";55.0;49.0;"Foul by Francesco Totti (Roma).";3.0;"NA";1.0;"AS Roma";"US Pescara";"francesco totti";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"Y7qSSYTf/";"Y7qSSYTf16";16.0;13.0;"Corner,  Catania. Conceded by Stefano Sorrentino.";2.0;"NA";1.0;"Catania";"Palermo";"stefano sorrentino";"stefano sorrentino";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"Y7qSSYTf/";"Y7qSSYTf71";71.0;49.0;"Foul by Edgar Barreto (Palermo).";3.0;"NA";2.0;"Palermo";"Catania";"edgar barreto";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"0W4TmYA7/";"0W4TmYA762";62.0;70.0;"Goal!  Fortuna Dusseldorf 0, Borussia Dortmund 2. Jakub Blaszczykowski (Borussia Dortmund) right footed shot from the centre of the box to the centre of the goal. Assisted by Nuri Sahin with a through ball.";1.0;"12";2.0;"Borussia Dortmund";"Fortuna Dusseldorf";"jakub blaszczykowski";"nuri sahin";"NA";"NA";"5";"1";1.0;"3";"1";4.0;"1";0.0
"b7jJmz6K/";"b7jJmz6K38";38.0;35.0;"Corner,  Atalanta. Conceded by Archimede Morleo.";2.0;"NA";1.0;"Atalanta";"Bologna";"archimede morleo";"archimede morleo";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"th9MS5fi/";"th9MS5fi11";11.0;12.0;"Corner,  St Etienne. Conceded by Samuel Umtiti.";2.0;"NA";2.0;"St Etienne";"Lyon";"samuel umtiti";"samuel umtiti";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"tWuOnfLQ/";"tWuOnfLQ27";27.0;25.0;"Ignazio Abate (Milan) wins a free kick on the right wing.";8.0;"NA";1.0;"AC Milan";"Catania";"ignazio abate";"NA";"NA";"NA";"NA";"NA";0.0;"5";"NA";0.0;"NA";0.0
"l4BRAG5j/";"l4BRAG5j15";15.0;15.0;"Foul by ZA© Castro (Deportivo de La CoruA±a).";3.0;"NA";1.0;"Deportivo La Coruna";"Atletico Madrid";"ze castro";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"f3ggTOLH/";"f3ggTOLH54";54.0;53.0;"Ivan Rakitic (FC Sevilla) wins a free kick in the attacking half.";8.0;"NA";1.0;"Sevilla";"Espanyol";"ivan rakitic";"NA";"NA";"NA";"NA";"NA";0.0;"1";"NA";0.0;"NA";0.0
"tzQ0Vn7j/";"tzQ0Vn7j118";118.0;90.0;"Alvaro Ampuero (Parma) wins a free kick on the left wing.";8.0;"NA";2.0;"Parma";"Cagliari";"alvaro ampuero";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"jif0UIVe/";"jif0UIVe48";48.0;38.0;"Offside, Reims. Diego tries a through ball, but Nicolas de Preville is caught offside.";9.0;"13";2.0;"Stade de Reims";"Lille";"nicolas de preville";"diego";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"4vSTGWvf/";"4vSTGWvf46";46.0;45.0;"Corner,  FSV Mainz. Conceded by Tony Jantschke.";2.0;"NA";1.0;"Mainz";"Borussia Monchengladbach";"tony jantschke";"tony jantschke";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"E9mkOEnK/";"E9mkOEnK19";19.0;13.0;"Offside, Bayer Leverkusen. Stefan Kiessling tries a through ball, but Andre Schurrle is caught offside.";9.0;"13";1.0;"Bayer Leverkusen";"Hannover 96";"andre schurrle";"stefan kiessling";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"rNfUUycM/";"rNfUUycM122";122.0;90.0;"Foul by MA­chel (Getafe).";3.0;"NA";2.0;"Getafe";"Osasuna";"michel";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"dh1iWv1q/";"dh1iWv1q41";41.0;53.0;"Foul by Benjamin Corgnet (Lorient).";3.0;"NA";1.0;"Lorient";"St Etienne";"benjamin corgnet";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"lMfZtdF1/";"lMfZtdF199";99.0;81.0;"Substitution, Sochaux. Thierry Doubai replaces Vincent Nogueira.";7.0;"NA";1.0;"Sochaux";"Toulouse";"NA";"NA";"thierry doubai";"vincent nogueira";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"nwv3lvNR/";"nwv3lvNR37";37.0;30.0;"Salif SanA© (Nancy) wins a free kick in the defensive half.";8.0;"NA";1.0;"AS Nancy Lorraine";"Bastia";"salif sane";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"juO0JnD2/";"juO0JnD27";7.0;6.0;"Mateo Kovacic (Inter Milan) wins a free kick in the defensive half.";8.0;"NA";1.0;"Internazionale";"Udinese";"mateo kovacic";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"OxIubljg/";"OxIubljg15";15.0;12.0;"Goal!  Valenciennes 0, Troyes 1. Benjamin Nivet (Troyes) right footed shot from the centre of the box to the bottom left corner. Assisted by Florian Jarjat with a cross.";1.0;"12";2.0;"Troyes";"Valenciennes";"benjamin nivet";"florian jarjat";"NA";"NA";"3";"1";1.0;"3";"1";2.0;"1";0.0
"OxIubljg/";"OxIubljg23";23.0;27.0;"Substitution, Valenciennes. Benjamin Angoua replaces Nicolas Isimat-Mirin because of an injury.";7.0;"NA";1.0;"Valenciennes";"Troyes";"NA";"NA";"benjamin angoua";"nicolas isimatmirin";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"OxIubljg/";"OxIubljg61";61.0;62.0;"Eloge Enza Yamissi (Troyes) wins a free kick in the defensive half.";8.0;"NA";2.0;"Troyes";"Valenciennes";"eloge enza yamissi";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"K6440Tn7/";"K6440Tn76";6.0;16.0;"Goal!  Barcelona 3, MA¡laga 0. MartA­n Montoya (Barcelona) right footed shot from outside the box to the bottom left corner following a corner.";1.0;"NA";1.0;"Barcelona";"Malaga";"martin montoya";"NA";"NA";"NA";"3";"1";1.0;"15";"1";0.0;"3";0.0
"0KbSvXLS/";"0KbSvXLS103";103.0;83.0;"Foul by Roy Contout (Sochaux).";3.0;"NA";2.0;"Sochaux";"Evian Thonon Gaillard";"roy contout";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"WpfOuD6M/";"WpfOuD6M88";88.0;87.0;"Goal!  Bordeaux 0, Monaco 2. Falcao (Monaco) left footed shot from the right side of the six yard box to the bottom right corner.";1.0;"NA";2.0;"AS Monaco";"Bordeaux";"falcao";"NA";"NA";"NA";"4";"1";1.0;"12";"2";0.0;"1";0.0
"4SLS7VkF/";"4SLS7VkF59";59.0;40.0;"Alexandre Lacazette (Lyon) is shown the yellow card for a bad foul.";4.0;"NA";2.0;"Lyon";"Sochaux";"alexandre lacazette";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
