"id_odsp";"id_event";"sort_order";"time";"text";"event_type";"event_type2";"side";"event_team";"opponent";"player";"player2";"player_in";"player_out";"shot_place";"shot_outcome";"is_goal";"location";"bodypart";"assist_method";"situation";"fast_break"
"C686V3A4/";"C686V3A466";66.0;58.0;"Substitution, Udinese. Bruno Fernandes replaces Manuel Iturra.";7.0;"NA";2.0;"Udinese";"Fiorentina";"NA";"NA";"bruno fernandes";"manuel iturra";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"dAICsect/";"dAICsect45";45.0;45.0;"Substitution, Eintracht Frankfurt. Luca Waldschmidt replaces Mijat Gacinovic.";7.0;"NA";1.0;"Eintracht Frankfurt";"SV Darmstadt 98";"NA";"NA";"luca waldschmidt";"mijat gacinovic";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"Iojd5tp7/";"Iojd5tp715";15.0;16.0;"Attempt blocked. Fabien Lemoine (St Etienne) right footed shot from outside the box is blocked.";1.0;"NA";1.0;"St Etienne";"Stade Rennes";"fabien lemoine";"NA";"NA";"NA";"2";"3";0.0;"15";"1";0.0;"1";0.0
"CKwL9D50/";"CKwL9D5015";15.0;26.0;"Yann M'Vila (Sunderland) wins a free kick in the defensive half.";8.0;"NA";2.0;"Sunderland";"Chelsea";"yann mvila";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"I3N1MYKb/";"I3N1MYKb96";96.0;88.0;"Attempt missed. Lossemy Karaboue (Troyes) right footed shot from outside the box misses to the left following a corner.";1.0;"NA";1.0;"Troyes";"AS Monaco";"lossemy karaboue";"NA";"NA";"NA";"8";"2";0.0;"15";"1";0.0;"3";0.0
"4zfcWnzS/";"4zfcWnzS38";38.0;46.0;"Modou Barrow (Swansea City) wins a free kick on the left wing.";8.0;"NA";2.0;"Swansea";"Crystal Palace";"modou barrow";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"dYYyP4S1/";"dYYyP4S179";79.0;86.0;"Goal!        Goal!  Norwich City 2, Aston Villa 0. Dieumerci Mbokani (Norwich City) header from the centre of the box to the bottom right corner. Assisted by Wes Hoolahan.";1.0;"12";1.0;"Norwich City";"Aston Villa";"dieumerci mbokani";"wes hoolahan";"NA";"NA";"4";"1";1.0;"3";"3";1.0;"1";0.0
"IszYPpDe/";"IszYPpDe82";82.0;93.0;"Substitution      Substitution, Chelsea. Ruben Loftus-Cheek replaces Oscar.";7.0;"NA";2.0;"Chelsea";"Manchester Utd";"NA";"NA";"ruben loftuscheek";"oscar";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"WWt9yxdl/";"WWt9yxdl44";44.0;45.0;"Foul by David GarcA­a (Las Palmas).";3.0;"NA";1.0;"Las Palmas";"Granada";"david garcia";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"2XjjL1AT/";"2XjjL1AT18";18.0;25.0;"Ryan Bertrand (Southampton) wins a free kick on the left wing.";8.0;"NA";2.0;"Southampton";"Norwich City";"ryan bertrand";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"MHXMFuYj/";"MHXMFuYj57";57.0;77.0;"Foul by Wilfried Bony (Manchester City).";3.0;"NA";2.0;"Manchester City";"Watford";"wilfried bony";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"SIM7dwYD/";"SIM7dwYD22";22.0;25.0;"Foul by DamiA¡n SuA¡rez (Getafe).";3.0;"NA";2.0;"Getafe";"Sporting Gijon";"damian suarez";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"Q33l1Umc/";"Q33l1Umc95";95.0;90.0;"Corner,  Montpellier. Conceded by Diego Contento.";2.0;"NA";1.0;"Montpellier";"Bordeaux";"diego contento";"diego contento";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"h0CVrZ1I/";"h0CVrZ1I44";44.0;38.0;"Foul by Aleksandar Trajkovski (Palermo).";3.0;"NA";2.0;"Palermo";"Hellas Verona";"aleksandar trajkovski";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"jiEBPmiD/";"jiEBPmiD8";8.0;8.0;"Attempt blocked. Leandro Bacuna (Aston Villa) left footed shot from outside the box is blocked. Assisted by Jordan Veretout.";1.0;"12";1.0;"Aston Villa";"Crystal Palace";"leandro bacuna";"jordan veretout";"NA";"NA";"2";"3";0.0;"15";"2";1.0;"1";0.0
"21dXaUSP/";"21dXaUSP82";82.0;90.0;"Nicolas Otamendi (Manchester City) wins a free kick in the defensive half.";8.0;"NA";1.0;"Manchester City";"Crystal Palace";"nicolas otamendi";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"CMjrw7LC/";"CMjrw7LC89";89.0;88.0;"Attempt missed. Libor Kozak (Aston Villa) right footed shot from the centre of the box is too high. Assisted by Rudy Gestede with a headed pass following a set piece situation.";1.0;"12";1.0;"Aston Villa";"Leicester City";"libor kozak";"rudy gestede";"NA";"NA";"10";"2";0.0;"3";"1";3.0;"2";0.0
"QXUqj4ud/";"QXUqj4ud80";80.0;87.0;"Corner,  Rennes. Conceded by Paul Bernardoni.";2.0;"NA";2.0;"Stade Rennes";"Troyes";"paul bernardoni";"paul bernardoni";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"UBtChnLa/";"UBtChnLa90";90.0;83.0;"Attempt missed. Toby Alderweireld (Tottenham Hotspur) header from the right side of the six yard box misses to the right. Assisted by Christian Eriksen with a cross following a corner.";1.0;"12";1.0;"Tottenham";"Sunderland";"toby alderweireld";"christian eriksen";"NA";"NA";"9";"2";0.0;"12";"3";2.0;"3";0.0
"Uc1wvm66/";"Uc1wvm667";7.0;14.0;"Offside, Bournemouth. Harry Arter tries a through ball, but Charlie Daniels is caught offside.";9.0;"13";1.0;"Bournemouth";"Norwich City";"charlie daniels";"harry arter";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"UqbtvpGj/";"UqbtvpGj42";42.0;41.0;"Attempt missed. Marco Benassi (Torino) right footed shot from the right side of the box misses to the left following a corner.";1.0;"NA";1.0;"Torino";"Frosinone";"marco benassi";"NA";"NA";"NA";"8";"2";0.0;"11";"1";0.0;"3";0.0
"KhwCgwnl/";"KhwCgwnl20";20.0;19.0;"Foul by Abdel Barrada (Marseille).";3.0;"NA";2.0;"Marseille";"Caen";"abdel barrada";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"biUOkp5I/";"biUOkp5I74";74.0;90.0;"Foul by Erik Pieters (Stoke City).";3.0;"NA";2.0;"Stoke City";"Leicester City";"erik pieters";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"jRUKjQkC/";"jRUKjQkC7";7.0;8.0;"Corner,  Tottenham Hotspur. Conceded by Wayne Hennessey.";2.0;"NA";2.0;"Tottenham";"Crystal Palace";"wayne hennessey";"wayne hennessey";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"xMVzc1Co/";"xMVzc1Co59";59.0;71.0;"Corner,  Liverpool. Conceded by Ivo Pinto.";2.0;"NA";2.0;"Liverpool";"Norwich City";"ivo pinto";"ivo pinto";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"E76dbvvk/";"E76dbvvk116";116.0;88.0;"Substitution, Hamburger SV. Gideon Jung replaces Pierre-Michel Lasogga.";7.0;"NA";2.0;"Hamburg SV";"VfB Stuttgart";"NA";"NA";"gideon jung";"pierremichel lasogga";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"WQFb2GpP/";"WQFb2GpP104";104.0;88.0;"Foul by RA©mi Mulumba (Lorient).";3.0;"NA";1.0;"Lorient";"Stade de Reims";"remi mulumba";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"MeY7ugwC/";"MeY7ugwC105";105.0;84.0;"Foul by JA©rA©my ClA©ment (St Etienne).";3.0;"NA";1.0;"St Etienne";"Paris Saint-Germain";"jeremy clement";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"4vjbjAiU/";"4vjbjAiU85";85.0;77.0;"Corner,  Caen. Conceded by Vincent Enyeama.";2.0;"NA";2.0;"Caen";"Lille";"vincent enyeama";"vincent enyeama";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"GIFC9Xih/";"GIFC9Xih4";4.0;6.0;"Foul by Valentin Vada (Bordeaux).";3.0;"NA";2.0;"Bordeaux";"Lyon";"valentin vada";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"hMRuGwT7/";"hMRuGwT746";46.0;34.0;"Adriano Russo (Frosinone) is shown the yellow card.";4.0;"NA";1.0;"Frosinone";"Bologna";"adriano russo";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"jy8P6VyB/";"jy8P6VyB41";41.0;45.0;"Attempt missed. Jean-Christophe Bahebeck (St Etienne) right footed shot from outside the box is high and wide to the right. Assisted by Franck Tabanou.";1.0;"12";2.0;"St Etienne";"Stade Rennes";"jeanchristophe bahebeck";"franck tabanou";"NA";"NA";"6";"2";0.0;"15";"1";1.0;"1";0.0
"YR32HJpR/";"YR32HJpR93";93.0;76.0;"Nico Elvedi (Borussia Monchengladbach) wins a free kick in the defensive half.";8.0;"NA";1.0;"Borussia Monchengladbach";"Werder Bremen";"nico elvedi";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"29K6vEBP/";"29K6vEBP66";66.0;62.0;"Suso (Genoa) wins a free kick in the attacking half.";8.0;"NA";1.0;"Genoa";"Lazio";"suso";"NA";"NA";"NA";"NA";"NA";0.0;"1";"NA";0.0;"NA";0.0
"pMkhMHuc/";"pMkhMHuc66";66.0;65.0;"Foul by Dimitri Payet (West Ham United).";3.0;"NA";2.0;"West Ham";"Southampton";"dimitri payet";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"EmvCIWl6/";"EmvCIWl626";26.0;23.0;"Leandro Paredes (Empoli) wins a free kick in the attacking half.";8.0;"NA";2.0;"Empoli";"Atalanta";"leandro paredes";"NA";"NA";"NA";"NA";"NA";0.0;"1";"NA";0.0;"NA";0.0
"fNgkNjMi/";"fNgkNjMi90";90.0;90.0;"Attempt saved. Djibril Sidibe (Lille) left footed shot from the centre of the box is saved in the bottom right corner. Assisted by Yassine Benzia.";1.0;"12";1.0;"Lille";"Stade Rennes";"djibril sidibe";"yassine benzia";"NA";"NA";"4";"1";0.0;"3";"2";1.0;"1";0.0
"IwCxsS87/";"IwCxsS876";6.0;8.0;"Attempt missed. Karim Benzema (Real Madrid) right footed shot from the centre of the box misses to the left. Assisted by Daniel Carvajal with a cross.";1.0;"12";2.0;"Real Madrid";"Granada";"karim benzema";"daniel carvajal";"NA";"NA";"8";"2";0.0;"3";"1";2.0;"1";0.0
"vHWaLY4m/";"vHWaLY4m19";19.0;18.0;"Foul by Giampaolo Pazzini (Verona).";3.0;"NA";1.0;"Hellas Verona";"Internazionale";"giampaolo pazzini";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"AycTLYyD/";"AycTLYyD13";13.0;11.0;"Hand ball by Kevin Kampl (Bayer 04 Leverkusen).";10.0;"NA";2.0;"Bayer Leverkusen";"SV Darmstadt 98";"kevin kampl";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"CrAtYBlg/";"CrAtYBlg114";114.0;79.0;"Substitution, Empoli. Luca Bittante replaces Marcel BA¼chel.";7.0;"NA";1.0;"Empoli";"Frosinone";"NA";"NA";"marcel buchel";"marcel ba¼chel";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"Kn4GOzhf/";"Kn4GOzhf18";18.0;16.0;"Foul by Clemens Fritz (SV Werder Bremen).";3.0;"NA";1.0;"Werder Bremen";"TSG Hoffenheim";"clemens fritz";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"t0sUsYJD/";"t0sUsYJD93";93.0;89.0;"Corner,  Deportivo de La CoruA±a. Conceded by Juan Vargas.";2.0;"NA";1.0;"Deportivo La Coruna";"Real Betis";"juan vargas";"juan vargas";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"CrhkqrGm/";"CrhkqrGm27";27.0;30.0;"Attempt saved. Lionel Messi (Barcelona) left footed shot from the centre of the box is saved in the bottom right corner.";1.0;"NA";1.0;"Barcelona";"Celta Vigo";"lionel messi";"NA";"NA";"NA";"4";"1";0.0;"3";"2";0.0;"1";0.0
"CrhkqrGm/";"CrhkqrGm33";33.0;34.0;"Hand ball by Nemanja Radoja (Celta de Vigo).";10.0;"NA";2.0;"Celta Vigo";"Barcelona";"nemanja radoja";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"td5CPGxl/";"td5CPGxl18";18.0;32.0;"Foul by Piotr Trochowski (FC Augsburg).";3.0;"NA";1.0;"FC Augsburg";"Bayern Munich";"piotr trochowski";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"865iQmTb/";"865iQmTb97";97.0;89.0;"Foul by Pierre-Michel Lasogga (Hamburger SV).";3.0;"NA";2.0;"Hamburg SV";"Eintracht Frankfurt";"pierremichel lasogga";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"jXkAEJZl/";"jXkAEJZl86";86.0;78.0;"Foul by Jean-Pierre NsamA© (Angers).";3.0;"NA";1.0;"Angers";"Montpellier";"jeanpierre nsame";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"UF6mRTDh/";"UF6mRTDh123";123.0;90.0;"Foul by Dominique Heintz (1. FC Koln).";3.0;"NA";2.0;"FC Cologne";"Borussia Monchengladbach";"dominique heintz";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"xnc8M5SN/";"xnc8M5SN56";56.0;50.0;"Foul by Moritz Hartmann (FC Ingolstadt 04).";3.0;"NA";1.0;"FC Ingolstadt 04";"Werder Bremen";"moritz hartmann";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"YiPDYvRK/";"YiPDYvRK71";71.0;75.0;"Attempt missed. Gregory Van der Wiel (Paris Saint Germain) right footed shot from outside the box misses to the right following a corner.";1.0;"NA";1.0;"Paris Saint-Germain";"Stade de Reims";"gregory van der wiel";"NA";"NA";"NA";"9";"2";0.0;"15";"1";0.0;"3";0.0
"YiPDYvRK/";"YiPDYvRK90";90.0;90.0;"Adrien Rabiot (Paris Saint Germain) wins a free kick in the attacking half.";8.0;"NA";1.0;"Paris Saint-Germain";"Stade de Reims";"adrien rabiot";"NA";"NA";"NA";"NA";"NA";0.0;"1";"NA";0.0;"NA";0.0
"GGU8ZKBE/";"GGU8ZKBE20";20.0;15.0;"Foul by Oussama Tannane (St Etienne).";3.0;"NA";2.0;"St Etienne";"Marseille";"oussama tannane";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"GncNw7cb/";"GncNw7cb17";17.0;24.0;"Foul by Raul Bobadilla (FC Augsburg).";3.0;"NA";1.0;"FC Augsburg";"Borussia Monchengladbach";"raul bobadilla";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"YFFvXG5e/";"YFFvXG5e92";92.0;73.0;"Corner,  Valencia. Conceded by Igor Filipenko.";2.0;"NA";2.0;"Valencia";"Malaga";"igor filipenko";"igor filipenko";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"bgTykhNd/";"bgTykhNd23";23.0;22.0;"Corner,  Bayer 04 Leverkusen. Conceded by Alexander Esswein.";2.0;"NA";2.0;"Bayer Leverkusen";"FC Augsburg";"alexander esswein";"alexander esswein";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"nFaJWA7S/";"nFaJWA7S39";39.0;37.0;"Sven Bender (Borussia Dortmund) is shown the yellow card for a bad foul.";4.0;"NA";1.0;"Borussia Dortmund";"Bayern Munich";"sven bender";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"pEa0fems/";"pEa0fems32";32.0;47.0;"Foul by Adrien Rabiot (Paris Saint Germain).";3.0;"NA";1.0;"Paris Saint-Germain";"Montpellier";"adrien rabiot";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"W8pOY3d1/";"W8pOY3d188";88.0;82.0;"Foul by Luis Muriel (Sampdoria).";3.0;"NA";2.0;"Sampdoria";"Hellas Verona";"luis muriel";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"0tOTaHPJ/";"0tOTaHPJ15";15.0;22.0;"Martin Braithwaite (Toulouse) wins a free kick on the left wing.";8.0;"NA";2.0;"Toulouse";"Marseille";"martin braithwaite";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"IsnQ1mSq/";"IsnQ1mSq74";74.0;85.0;"Gabi (AtlA©tico de Madrid) wins a free kick in the defensive half.";8.0;"NA";1.0;"Atletico Madrid";"Deportivo La Coruna";"gabi";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"jXHDkX1C/";"jXHDkX1C84";84.0;89.0;"Jimmy Briand (Guingamp) wins a free kick in the defensive half.";8.0;"NA";1.0;"Guingamp";"St Etienne";"jimmy briand";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"pURnlUcp/";"pURnlUcp97";97.0;87.0;"Substitution, Rayo Vallecano. Antonio Amaya replaces Raul Baena.";7.0;"NA";1.0;"Rayo Vallecano";"Getafe";"NA";"NA";"raul baena";"raul baena";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"AgOIBwfC/";"AgOIBwfC73";73.0;67.0;"Attempt missed. Lorenzo Insigne (Napoli) right footed shot from the right side of the box is close, but misses to the left.";1.0;"NA";2.0;"Napoli";"Udinese";"lorenzo insigne";"NA";"NA";"NA";"8";"2";0.0;"11";"1";0.0;"1";0.0
"bc5g794M/";"bc5g794M91";91.0;88.0;"Attempt saved. Charles (MA¡laga) right footed shot from the right side of the six yard box is saved in the centre of the goal. Assisted by Recio with a headed pass.";1.0;"12";1.0;"Malaga";"Espanyol";"charles";"recio";"NA";"NA";"5";"1";0.0;"12";"1";3.0;"1";0.0
"Ct7o9VZ9/";"Ct7o9VZ952";52.0;38.0;"Pablo PA©rez (Sporting de GijA³n) wins a free kick on the left wing.";8.0;"NA";2.0;"Sporting Gijon";"Levante";"pablo perez";"NA";"NA";"NA";"NA";"NA";0.0;"4";"NA";0.0;"NA";0.0
"2u7d3Ii8/";"2u7d3Ii858";58.0;79.0;"Foul by Papiss Demba Cisse (Newcastle United).";3.0;"NA";2.0;"Newcastle";"Southampton";"papiss demba cisse";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"CMplRIga/";"CMplRIga14";14.0;14.0;"Attempt saved. Mario Balotelli (Milan) right footed shot from outside the box is saved in the bottom left corner.";1.0;"NA";1.0;"AC Milan";"Juventus";"mario balotelli";"NA";"NA";"NA";"3";"1";0.0;"15";"1";0.0;"1";0.0
"CMplRIga/";"CMplRIga43";43.0;39.0;"Luca Antonelli (Milan) wins a free kick in the defensive half.";8.0;"NA";1.0;"AC Milan";"Juventus";"luca antonelli";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"jq49syVl/";"jq49syVl79";79.0;86.0;"Goal!  Aston Villa 1, Bournemouth 2. Jordan Ayew (Aston Villa) right footed shot from outside the box to the bottom left corner. Assisted by Idrissa Gueye.";1.0;"12";1.0;"Aston Villa";"Bournemouth";"jordan ayew";"idrissa gueye";"NA";"NA";"3";"1";1.0;"15";"1";1.0;"1";0.0
"rVYof7Ae/";"rVYof7Ae87";87.0;87.0;"Foul by Christophe Kerbrat (Guingamp).";3.0;"NA";1.0;"Guingamp";"Paris Saint-Germain";"christophe kerbrat";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"YRRG6Hla/";"YRRG6Hla99";99.0;85.0;"Corner,  Hamburger SV. Conceded by Sandro Sirigu.";2.0;"NA";1.0;"Hamburg SV";"SV Darmstadt 98";"sandro sirigu";"sandro sirigu";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"0vquCuWt/";"0vquCuWt81";81.0;82.0;"Goal!  Lyon 1, Nice 1. Alexandre Lacazette (Lyon) right footed shot from the centre of the box to the top left corner. Assisted by Corentin Tolisso with a headed pass following a set piece situation.";1.0;"12";1.0;"Lyon";"Nice";"alexandre lacazette";"corentin tolisso";"NA";"NA";"12";"1";1.0;"3";"1";3.0;"2";0.0
"GAq7HY2H/";"GAq7HY2H21";21.0;23.0;"Corner,  Hannover 96. Conceded by Havard Nordtveit.";2.0;"NA";1.0;"Hannover 96";"Borussia Monchengladbach";"havard nordtveit";"havard nordtveit";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"QqZtBWuo/";"QqZtBWuo56";56.0;49.0;"Attempt blocked. Dario Lezcano (FC Ingolstadt 04) right footed shot from outside the box is blocked.";1.0;"NA";2.0;"FC Ingolstadt 04";"SV Darmstadt 98";"dario lezcano";"NA";"NA";"NA";"2";"3";0.0;"15";"1";0.0;"1";0.0
"rN89Ux2m/";"rN89Ux2m57";57.0;48.0;"Corner,  Las Palmas. Conceded by Isma LA³pez.";2.0;"NA";1.0;"Las Palmas";"Sporting Gijon";"isma la³pez";"isma la³pez";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"rciPXQ1N/";"rciPXQ1N40";40.0;49.0;"Foul by Angelo Ogbonna (West Ham United).";3.0;"NA";1.0;"West Ham";"Watford";"angelo ogbonna";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"W4GsXpMk/";"W4GsXpMk6";6.0;6.0;"Corner,  Empoli. Conceded by Samir.";2.0;"NA";1.0;"Empoli";"Hellas Verona";"samir";"samir";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"GGhNOIFn/";"GGhNOIFn44";44.0;49.0;"Corner,  Nice. Conceded by Anthony Weber.";2.0;"NA";1.0;"Nice";"Stade de Reims";"anthony weber";"anthony weber";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"U9JM7Xrf/";"U9JM7Xrf33";33.0;32.0;"Leandro Bacuna (Aston Villa) wins a free kick in the defensive half.";8.0;"NA";1.0;"Aston Villa";"Southampton";"leandro bacuna";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"0bmXs2z8/";"0bmXs2z875";75.0;66.0;"Substitution, Chievo. Roberto Inglese replaces Riccardo Meggiorini.";7.0;"NA";2.0;"Chievo Verona";"Atalanta";"NA";"NA";"roberto inglese";"riccardo meggiorini";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"CYEqi6DL/";"CYEqi6DL80";80.0;83.0;"Offside, Torino. Kamil Glik tries a through ball, but Maxi LA³pez is caught offside.";9.0;"13";1.0;"Torino";"Sassuolo";"maxi lopez";"kamil glik";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"d6jGopyq/";"d6jGopyq104";104.0;90.0;"Diego Capel (Genoa) wins a free kick on the right wing.";8.0;"NA";2.0;"Genoa";"Bologna";"diego capel";"NA";"NA";"NA";"NA";"NA";0.0;"5";"NA";0.0;"NA";0.0
"UJzd8cV5/";"UJzd8cV549";49.0;49.0;"Foul by Renaud Cohade (St Etienne).";3.0;"NA";1.0;"St Etienne";"Lorient";"renaud cohade";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"EmdthnbF/";"EmdthnbF41";41.0;47.0;"Antonio RA¼diger (Roma) is shown the yellow card for a bad foul.";4.0;"NA";1.0;"AS Roma";"Napoli";"antonio rudiger";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"fLWaxxpn/";"fLWaxxpn25";25.0;40.0;"Attempt saved. ValA¨re Germain (Nice) left footed shot from outside the box is saved in the bottom right corner. Assisted by Nampalys Mendy.";1.0;"12";2.0;"Nice";"Nantes";"valere germain";"nampalys mendy";"NA";"NA";"4";"1";0.0;"15";"2";1.0;"1";0.0
"GUXewIUu/";"GUXewIUu27";27.0;34.0;"Foul by Ibrahim Amadou (Lille).";3.0;"NA";2.0;"Lille";"Lorient";"ibrahim amadou";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"GUXewIUu/";"GUXewIUu87";87.0;84.0;"Attempt blocked. Raphael Guerreiro (Lorient) right footed shot from the centre of the box is blocked. Assisted by Walid Mesloub.";1.0;"12";1.0;"Lorient";"Lille";"raphael guerreiro";"walid mesloub";"NA";"NA";"2";"3";0.0;"3";"1";1.0;"1";0.0
"KG5IANo2/";"KG5IANo277";77.0;82.0;"Foul by Nico Elvedi (Borussia Monchengladbach).";3.0;"NA";2.0;"Borussia Monchengladbach";"Bayern Munich";"nico elvedi";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"QmL3EBga/";"QmL3EBga33";33.0;36.0;"Attempt missed. Abdoulaye DoucourA© (Granada CF) right footed shot from outside the box is too high.";1.0;"NA";1.0;"Granada";"Las Palmas";"abdoulaye doucoure";"NA";"NA";"NA";"10";"2";0.0;"15";"1";0.0;"1";0.0
"UZxna35r/";"UZxna35r32";32.0;40.0;"Foul by Felipe (Udinese).";3.0;"NA";1.0;"Udinese";"Torino";"felipe";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"ChX8JUs6/";"ChX8JUs612";12.0;13.0;"Attempt missed. Shinji Okazaki (Leicester City) header from the right side of the six yard box is high and wide to the right. Assisted by Riyad Mahrez with a cross following a set piece situation.";1.0;"12";2.0;"Leicester City";"Manchester Utd";"shinji okazaki";"riyad mahrez";"NA";"NA";"6";"2";0.0;"12";"3";2.0;"2";0.0
"Q1Wfcsze/";"Q1Wfcsze98";98.0;61.0;"Hand ball by Mario Balotelli (Milan).";10.0;"NA";1.0;"AC Milan";"Frosinone";"mario balotelli";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"xSSjHD9t/";"xSSjHD9t45";45.0;49.0;"Foul by Pablo HernA¡ndez (Celta de Vigo).";3.0;"NA";2.0;"Celta Vigo";"Athletic Bilbao";"pablo hernandez";"NA";"NA";"NA";"NA";"NA";0.0;"NA";"NA";0.0;"NA";0.0
"fcnRwMFl/";"fcnRwMFl120";120.0;90.0;"Maximilian Mittelstadt (Hertha Berlin) wins a free kick in the defensive half.";8.0;"NA";1.0;"Hertha Berlin";"SV Darmstadt 98";"maximilian mittelstadt";"NA";"NA";"NA";"NA";"NA";0.0;"2";"NA";0.0;"NA";0.0
"Wd4ZZkSn/";"Wd4ZZkSn62";62.0;85.0;"Attempt saved. Joshua King (Bournemouth) right footed shot from a difficult angle and long range on the left is saved in the top centre of the goal. Assisted by Harry Arter.";1.0;"12";1.0;"Bournemouth";"West Brom";"joshua king";"harry arter";"NA";"NA";"11";"1";0.0;"6";"1";1.0;"1";0.0
